2022-10-13 18:38:59,246 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Configure stats pid to 33323
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Loading settings from /home/nikkokks/.config/wandb/settings
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Loading settings from /home/nikkokks/Desktop/github/Feedback_Prize_English_Language_Learning/wandb/settings
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'_require_service': 'True'}
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Applying login settings: {'anonymous': 'must'}
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_init.py:_log_setup():461] Logging user logs to /home/nikkokks/Desktop/github/Feedback_Prize_English_Language_Learning/wandb/run-20221013_183859-3hx5saqc/logs/debug.log
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_init.py:_log_setup():462] Logging internal logs to /home/nikkokks/Desktop/github/Feedback_Prize_English_Language_Learning/wandb/run-20221013_183859-3hx5saqc/logs/debug-internal.log
2022-10-13 18:38:59,247 INFO    MainThread:33323 [wandb_init.py:_jupyter_setup():411] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f6f8cb60b50>
2022-10-13 18:38:59,248 INFO    MainThread:33323 [wandb_init.py:init():495] calling init triggers
2022-10-13 18:38:59,248 INFO    MainThread:33323 [wandb_init.py:init():498] wandb.init called with sweep_config: {}
config: {'_wandb_kernel': 'nakama', 'apex': True, 'batch_scheduler': True, 'batch_size': 8, 'betas': (0.9, 0.999), 'competition': 'FB3', 'debug': False, 'decoder_lr': 2e-05, 'encoder_lr': 2e-05, 'epochs': 4, 'eps': 1e-06, 'gradient_accumulation_steps': 1, 'gradient_checkpointing': True, 'max_grad_norm': 1000, 'max_len': 512, 'min_lr': 1e-06, 'model': 'microsoft/deberta-v3-base', 'n_fold': 4, 'num_cycles': 0.5, 'num_warmup_steps': 0, 'num_workers': 4, 'print_freq': 20, 'scheduler': 'cosine', 'seed': 42, 'target_cols': ['cohesion', 'syntax', 'vocabulary', 'phraseology', 'grammar', 'conventions'], 'train': True, 'trn_fold': [0, 1, 2, 3], 'wandb': True, 'weight_decay': 0.01}
2022-10-13 18:38:59,248 INFO    MainThread:33323 [wandb_init.py:init():548] starting backend
2022-10-13 18:38:59,248 INFO    MainThread:33323 [wandb_init.py:init():552] setting up manager
2022-10-13 18:38:59,251 INFO    MainThread:33323 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2022-10-13 18:38:59,255 INFO    MainThread:33323 [wandb_init.py:init():558] backend started and connected
2022-10-13 18:38:59,352 INFO    MainThread:33323 [wandb_run.py:_label_probe_notebook():1105] probe notebook
2022-10-13 18:38:59,354 INFO    MainThread:33323 [wandb_init.py:init():636] updated telemetry
2022-10-13 18:38:59,392 INFO    MainThread:33323 [wandb_init.py:init():667] communicating run to backend with 30 second timeout
2022-10-13 18:39:00,019 INFO    MainThread:33323 [wandb_run.py:_on_init():1982] communicating current version
2022-10-13 18:39:00,296 INFO    MainThread:33323 [wandb_run.py:_on_init():1986] got version response upgrade_message: "wandb version 0.13.4 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-10-13 18:39:00,296 INFO    MainThread:33323 [wandb_init.py:init():700] starting run threads in backend
2022-10-13 18:39:05,317 INFO    MainThread:33323 [wandb_run.py:_console_start():1962] atexit reg
2022-10-13 18:39:05,317 INFO    MainThread:33323 [wandb_run.py:_redirect():1820] redirect: SettingsConsole.WRAP_RAW
2022-10-13 18:39:05,318 INFO    MainThread:33323 [wandb_run.py:_redirect():1885] Wrapping output streams.
2022-10-13 18:39:05,318 INFO    MainThread:33323 [wandb_run.py:_redirect():1907] Redirects installed.
2022-10-13 18:39:05,318 INFO    MainThread:33323 [wandb_init.py:init():732] run started, returning control to user process
2022-10-13 18:39:05,319 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:39:05,319 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:39:05,334 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:39:19,602 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:39:19,602 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:39:37,888 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:39:37,921 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:39:37,921 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:39:54,419 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:39:54,422 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:39:54,422 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:39:58,608 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:39:58,624 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:39:58,624 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:40:39,674 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:40:39,795 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:40:39,795 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:40:46,302 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:40:46,492 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:40:46,492 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:40:47,863 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:40:47,867 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:40:47,869 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:40:48,929 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:40:48,944 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:40:48,944 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:41:05,612 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:41:11,367 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:41:11,368 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:42:53,884 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:42:59,634 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:42:59,634 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:43:02,010 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:43:02,202 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:43:02,202 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:43:02,789 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:43:02,791 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:43:02,791 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:43:04,120 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:43:04,148 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:43:04,148 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:43:56,817 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:44:14,652 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:44:14,652 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:44:34,363 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:44:41,263 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:44:41,263 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:44:50,859 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:44:54,098 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:44:54,098 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-10-13 18:44:59,725 INFO    MainThread:33323 [wandb_init.py:_resume_backend():383] resuming backend
2022-10-13 18:45:03,001 INFO    MainThread:33323 [wandb_init.py:_pause_backend():374] pausing backend
2022-10-13 18:45:03,002 INFO    MainThread:33323 [jupyter.py:save_ipynb():377] not saving jupyter notebook
